,content,label
581,this police department may ban people arrested for crimes from public areas,0
582,mnuchin warns health care debacle will delay tax reforms,0
583,5 ways modern science is embracing ancient indian wisdom,0
584,army veteran faces 120 year sentence for firing 2 shots into air,0
585,loud fake laugh misinterpreted as loud real laugh in critical sarcasm miscalculation,1
586,choreographer mark dendy enters the labyrinth,0
587,apple fritter season is here and so are the recipes you ll need,0
588,man just wants one trip to laundromat where he doesn meet perfect woman,1
589,huffpost hill so hard to say good bayh,0
590,hot new secretary of transportation to shake up s highways,1
591,notes on midwestern childhood as ferguson waits,0
592,americans demand military response after chinese shoot down directv satellite,1
593,white house works to release republican memo despite fbi warning,0
594,sounds of air hockey coming from supreme court chambers,1
595,when will we let sienna miller graduate from playing wives stuck at home ,0
596,heroic prego advertisement replaces refreshed webpage presidential campaign banner,1
597, sir you stated you wanted to modernize the grinch for today audience says new cnn entertainment reporter jim acosta,1
598,not your mother james baldwin,0
599,pandering nobel peace prize committee honors global harmony again,1
600,8 crazy things that happen to your body when you have tons of sex,0
601,area man little too old to have obama fever,1
602,seaworld dynamites orca that beached itself on concrete walkway,1
603,u encouraging cuba to shift toward democratic system of corruption,1
604,rebel wilson feels really lucky to have her body type,0
605,satirical video highlights how white and male dominated hollywood truly is,0
606,journalists flock to cnn debate they could better watch from home,0
607,love the real you the case for self love,0
608, jeopardy had game of thrones categories now our watch begins ,0
609,building collapse after torrential rains kills at least 21 in mumbai,0
610,this gotham fan theory claims the joker has already been revealed,0
611,gop leaders celebrate decisive win over americans,1
612,brave beachgoers take huge chance to rescue tiger shark,0
613,grocery list depressing,1
614,u capitol cleaning turns up long lost constitution,1
615,southerner recognized for driving in circle,1
616,publicist single dream in life for nation to have wes bentley fever,1
617,newest baywatch cast member kicks it with byron allen,1
618,veterans mentor chicago at risk youth help them cope with trauma,0
619,nasa announces plan to replace voyager record with streaming service that aliens can browse from any device,1
620,man who enjoys popular rock songs discovers perfect radio station,1
621,why an aging population is not burden on the economy,0
622,bush unveils new blind faith based initiatives,1
623,house republicans vote to penalize local law enforcement over immigration policies,0
624,in first and only vote on trump muslim ban republicans fail the test,0
625,comedian shows how easy it is to get medical marijuana card in california,0
626,bush diagnosed with attention to deficit disorder,1
627,great now it turned into whole big thing,1
628,two dacamented dreamers in alaska and texas on fighting to stay home,0
629,katsuya brentwood and beyond,0
630,sunday meal prep the healthy recipes that ll make this week easier,0
631,to breast or bottle feed woman choice let please stop judging ,0
632,lucky the pig finds happy home after falling onto highway,0
633,super tuesday live results,0
634,18 things that whisk us back to the summers of our youth,0
635,exterminator kind of surprised apartment doesn have roaches,1
636,doctor alarmed by how little time family needed to decide to pull plug on grandfather,1
637,mother day dinner 10 easy elegant recipes to wow mom,0
638,relationship experts still no closer to discovering what scarlett johansson sees in colin jost,1
639,learned sage points out that powerball not as much after taxes,1
640,taylor hatala and larsen thompson run the world with killer new dance routine,0
641,benghazi committee chair staffer fired for classified info breach,0
642,worthless dog can talk drive solve crimes,1
643,report nazi treasure hunters following more realistic retirement plan than 86 of country,1
644,the vatican spectacular christmas stamps,0
645,planet fitness offering new lights off hour so no one can watch you work out,1
646,you may be funding the gun lobby without even knowing it,0
647,should eat it dining guide for toddlers,0
648,gop leaders confident they ll have cruelty necessary to pass healthcare bill,1
649,reverend al sharpton takes time off from holy duties to make tv appearance,1
650,donald trump is terrible news for our food system,0
651,tomi lahren claims low skilled immigrants are not what this country is based on ,0
652,the health care fight is driving more democrats to run for office,0
653,8 stats that prove social anxiety needs to be taken seriously,0
654,beyonce out there making corset pants happen,0
655,meet the guinness world record holder for darth vader memorabilia,0
656,nobody touching punch at cia christmas party,1
657,dc executive worried batgirl script not interesting enough to be movie 3 more movies 2028 reboot and 4 more movies,1
658,evangelical christians enter 10th day of vigil outside your house,1
659, that nail polish looks horrible on you and other words of style advice from my grandmother,0
660,report average person spends 27 of lifetime in the way,1
661,like share and now shop on facebook,0
662,world war ii documentary suffused with anti nazi undertones,1
663,a muslim american mother fears and hopes at dawn of the trump era,0
664,nation gay straw men march on washington for right to marry animals,1
665,afghan boy who made lionel messi jersey from plastic bag finally meets his hero,0
666,find lead paint violations in new york city neighborhoods,0
667,man worried harassing messages he sending on dating app getting lost among abuse from other guys,1
668,prison now allowing death row inmates to receive weekly visitors throughout executions,1
